nct_id,title,overall_status,study_type,completion_date,lead_sponsor,lead_sponsor_class,collaborator,collaborator_class,phase,locations,has_drug_intervention,drugs,disposition_date,results_date,enrollment,phase_normalised,is_completed,is_overdue,pubmed_results
NCT00003153,Biological Therapy in Treating Patients With Multiple Myeloma That Has Recurred Following Bone Marrow Transplantation,Completed,Interventional,2007-02-01,Eastern Cooperative Oncology Group,Other,National Cancer Institute (NCI),NIH,2,United States,False,,,,22.0,2,True,True,False
NCT00003199,Combination Chemotherapy and Peripheral Blood Stem Cell Transplant Followed By Aldesleukin and Sargramostim in Treating Patients With Inflammatory Stage IIIB or Metastatic Stage IV Breast Cancer,Completed,Interventional,2009-12-01,Fred Hutchinson Cancer Research Center,Other,National Cancer Institute (NCI),NIH,2,United States,True,tamoxifen citrate; busulfan; thiotepa; melphalan; ,,,70.0,2,True,True,False
NCT00003203,Carboplatin and Vincristine Plus Radiation Therapy Followed By Adjuvant Chemotherapy in Treating Young Patients With Newly Diagnosed CNS Embryonal Tumors,Completed,Interventional,2007-10-01,Children's Oncology Group,Other,National Cancer Institute (NCI),NIH,2,Australia Canada United States,True,carboplatin; cisplatin; cyclophosphamide; vincristine sulfate; ,,,168.0,2,True,True,False
NCT00003204,Combination Chemotherapy With or Without Monoclonal Antibody Therapy in Treating Patients With Stage III or Stage IV Low-Grade Non-Hodgkin's Lymphoma,Completed,Interventional,2006-05-01,National Cancer Institute (NCI),NIH,,,3,United States,True,cyclophosphamide; fludarabine phosphate; vincristine sulfate; prednisone; ,,,515.0,3,True,True,False
NCT00003211,"Chemotherapy, Radiation Therapy, and Peripheral Stem Cell Transplantation in Treating Children With Newly Diagnosed Medulloblastoma or Supratentorial Primitive Neuroectodermal Tumor",Completed,Interventional,2007-06-01,St. Jude Children's Research Hospital,Other,National Cancer Institute (NCI),NIH,2,Australia United States,True,amifostine trihydrate; cisplatin; cyclophosphamide; vincristine sulfate; ,,,94.0,2,True,True,False
NCT00003232,Combination Chemotherapy in Treating Pain in Patients With Hormone Refractory Metastatic Prostate Cancer,Completed,Interventional,2009-02-01,NCIC Clinical Trials Group,Other,,,3,Canada,True,clodronate disodium; mitoxantrone hydrochloride; prednisone; ,,,204.0,3,True,True,False
NCT00003234,Vinorelbine in Treating Children With Recurrent or Refractory Cancers,Completed,Interventional,2006-03-01,Children's Oncology Group,Other,National Cancer Institute (NCI),NIH,2,Australia Canada Netherlands New Zealand Puerto Rico Switzerland United States,True,vinorelbine tartrate; ,,,50.0,2,True,True,False
NCT00003235,Combination Chemotherapy Plus Radiation Therapy in Treating Patients With Stage III Non-small Cell Lung Cancer That Can Not Be Surgically Removed,Completed,Interventional,2006-08-01,Eastern Cooperative Oncology Group,Other,National Cancer Institute (NCI),NIH,3,United States,True,carboplatin; paclitaxel; ,,,294.0,3,True,True,False
NCT00003255,Carboplatin Plus Topotecan in Treating Patients With Relapsed Acute Myelogenous Leukemia,Completed,Interventional,2006-12-01,Alliance for Clinical Trials in Oncology,Other,National Cancer Institute (NCI),NIH,2,,True,carboplatin; topotecan hydrochloride; ,,,38.0,2,True,True,False
NCT00003281,Topotecan and Paclitaxel in Treating Patients With Recurrent or Refractory Small Cell Lung Cancer,Completed,Interventional,2006-03-01,Alliance for Clinical Trials in Oncology,Other,National Cancer Institute (NCI),NIH,2,Canada United States,True,paclitaxel; topotecan hydrochloride; ,,,84.0,2,True,True,False
NCT00003298,"Chemotherapy, Surgery, and Radiation Therapy in Treating Patients With Gastric Cancer",Completed,Interventional,2010-02-01,ECOG-ACRIN Cancer Research Group,Other,National Cancer Institute (NCI),NIH,2,United States,True,cisplatin; fluorouracil; leucovorin calcium; paclitaxel; ,,2015-06-02,39.0,2,True,False,False
NCT00003311,Combination Chemotherapy in Treating Patients With Newly Diagnosed Mantle Cell Lymphoma,Completed,Interventional,2007-04-01,M.D. Anderson Cancer Center,Other,National Cancer Institute (NCI),NIH,2,United States,True,cyclophosphamide; cytarabine; dexamethasone; doxorubicin hydrochloride; methotrexate; vincristine sulfate; ,,,19.0,2,True,True,False
NCT00003320,Radiation Therapy Following Surgery to Remove Brain Metastases,Completed,Interventional,2006-08-01,Jonsson Comprehensive Cancer Center,Other,National Cancer Institute (NCI),NIH,,United States,False,,,,20.0,5,True,True,False
NCT00003322,Combination Chemotherapy in Treating Patients With Primary Peritoneal or Stage III Epithelial Ovarian Cancer,Completed,Interventional,2006-01-01,Gynecologic Oncology Group,Other,National Cancer Institute (NCI),NIH,3,Canada United States,True,cisplatin; paclitaxel; ,,,384.0,3,True,True,False
NCT00003324,Radiation Therapy With or Without Surgery in Treating Patients Who Have Brain Metastases,Completed,Interventional,2006-07-01,Jonsson Comprehensive Cancer Center,Other,National Cancer Institute (NCI),NIH,,United States,False,,,,61.0,5,True,True,False
NCT00003325,Lymphatic Mapping in Treating Patients With Stage I or Stage II Cancer of the Vulva,Completed,Interventional,2013-07-01,Gynecologic Oncology Group,Other,National Cancer Institute (NCI),NIH,3,United States,False,,,,515.0,3,True,True,False
NCT00003335,Umbilical Cord Blood Transplantation in Treating Patients With High-Risk Hematologic Cancer,Completed,Interventional,2007-11-01,Case Comprehensive Cancer Center,Other,National Cancer Institute (NCI),NIH,2,United States,True,busulfan; cyclosporine; melphalan; methylprednisolone; ,,,44.0,2,True,False,True
NCT00003350,Paclitaxel Compared With Doxorubicin in Treating Patients With Advanced AIDS-Related Kaposi's Sarcoma,Completed,Interventional,2007-03-01,National Cancer Institute (NCI),NIH,,,3,United States,True,paclitaxel; pegylated liposomal doxorubicin hydrochloride; ,,,240.0,3,True,True,False
NCT00003351,Irinotecan in Treating Patients With Refractory Metastatic Breast Cancer,Completed,Interventional,2006-10-01,Alliance for Clinical Trials in Oncology,Other,National Cancer Institute (NCI),NIH,2,Canada United States,True,irinotecan hydrochloride; ,,,104.0,2,True,True,False
NCT00003384,Protein Expression as a Potential Diagnostic Biomarker of Cervical Dysplasia and/or Cancer,Completed,Interventional,2011-01-01,Gynecologic Oncology Group,Other,National Cancer Institute (NCI),NIH,,United States,False,,,,684.0,5,True,True,False
NCT00003387,"Carboplatin, Paclitaxel, and Radiation Therapy in Treating Patients With Stage III Non-small Cell Lung Cancer That Cannot Be Removed During Surgery",Completed,Interventional,2007-05-01,Alliance for Clinical Trials in Oncology,Other,National Cancer Institute (NCI),NIH,3,United States,True,carboplatin; chemotherapy; paclitaxel; ,,,366.0,3,True,True,False
NCT00003459,Antineoplaston Therapy in Treating Patients With Brain Stem Glioma,Completed,Interventional,2007-09-01,Burzynski Research Institute,Other,,,2,United States,True,Antineoplaston therapy (Atengenal + Astugenal); ,,2016-05-25,40.0,2,True,False,False
NCT00003519,Combination Chemotherapy in Treating Women With Breast Cancer,Completed,Interventional,2007-01-01,Eastern Cooperative Oncology Group,Other,National Cancer Institute (NCI) Southwest Oncology Group North Central Cancer Treatment Group Cancer and Leukemia Group B,NIH Other Other Other,3,United States,True,cyclophosphamide; docetaxel; doxorubicin hydrochloride; ,,,2778.0,3,True,False,True
NCT00003545,506U78 in Treating Patients With Refractory or Relapsed Acute Lymphoblastic Leukemia or Lymphoblastic Lymphoma,Completed,Interventional,2007-03-01,National Cancer Institute (NCI),NIH,Southwest Oncology Group,Other,2,United States,True,nelarabine; ,,,35.0,2,True,True,False
NCT00003565,Docetaxel in Treating Patients With Solid Tumors,Completed,Interventional,2006-01-01,Alliance for Clinical Trials in Oncology,Other,National Cancer Institute (NCI),NIH,2,Canada Puerto Rico United States,True,docetaxel; ,,,109.0,2,True,True,False
NCT00003566,Thoracoscopy in Patients With Stage IIIA Non-Small Cell Lung Cancer,Completed,Interventional,2006-03-01,Alliance for Clinical Trials in Oncology,Other,National Cancer Institute (NCI),NIH,,Puerto Rico United States,False,,,,75.0,5,True,True,False
NCT00003573,Etoposide Plus Radiation Therapy Followed by Combination Chemotherapy in Treating Children With Newly Diagnosed Advanced Medulloblastoma,Completed,Interventional,2007-10-01,Children's Oncology Group,Other,National Cancer Institute (NCI),NIH,2,Canada Netherlands Puerto Rico Switzerland United States,True,cisplatin; cyclophosphamide; etoposide; vincristine sulfate; ,,,53.0,2,True,False,True
NCT00003590,S9811 Hydroxyurea in Treating Patients With Unresectable Benign Meningioma,Completed,Interventional,2008-12-01,Southwest Oncology Group,Other,National Cancer Institute (NCI) Eastern Cooperative Oncology Group,NIH Other,2,United States,True,hydroxyurea; ,,2011-11-07,29.0,2,True,False,False
NCT00003593,"Chemotherapy in Treating Children With Down Syndrome and Myeloproliferative Disorder, Acute Myelogenous Leukemia, or Myelodysplastic Syndrome",Completed,Interventional,2007-03-01,Children's Oncology Group,Other,National Cancer Institute (NCI),NIH,3,Australia Canada Netherlands New Zealand Puerto Rico Switzerland United States,True,asparaginase; cytarabine; daunorubicin hydrochloride; methotrexate; therapeutic hydrocortisone; thioguanine; ,,,254.0,3,True,False,True
NCT00003595,Combination Chemotherapy With or Without Monoclonal Antibody Therapy in Treating Patients With Previously Untreated HIV-Associated Non-Hodgkin's Lymphoma,Completed,Interventional,2006-04-01,National Cancer Institute (NCI),NIH,,,3,United States,True,CHOP regimen; cyclophosphamide; doxorubicin hydrochloride; prednisone; vincristine sulfate; ,,,120.0,3,True,True,False
NCT00003610,Capsaicin Lozenges in Treating Patients With Mucositis Caused by Radiation Therapy,Completed,Interventional,2006-07-01,Alliance for Clinical Trials in Oncology,Other,National Cancer Institute (NCI),NIH,3,United States,False,,,,18.0,3,True,True,False
NCT00003615,Denileukin Diftitox in Treating Patients With Non-Hodgkin's Lymphoma,Completed,Interventional,2006-08-01,Eastern Cooperative Oncology Group,Other,National Cancer Institute (NCI),NIH,2,United States,False,,,,77.0,2,True,True,False
NCT00003620,Flavopiridol in Treating Patients With Chronic Lymphocytic Leukemia,Completed,Interventional,2006-06-01,National Cancer Institute (NCI),NIH,,,2,United States,True,alvocidib; ,,,37.0,2,True,True,False
NCT00003622,Vinorelbine Plus Paclitaxel in Treating Patients With Metastatic Prostate Cancer That Is Refractory to Hormone Therapy,Completed,Interventional,2008-05-01,George Washington University,Other,,,2,United States,True,paclitaxel; vinorelbine tartrate; ,,,30.0,2,True,True,False
NCT00003631,Chemotherapy Plus Radiation Therapy in Treating Patients With Refractory or Relapsed Hodgkin's Lymphoma,Completed,Interventional,2010-04-01,Memorial Sloan Kettering Cancer Center,Other,National Cancer Institute (NCI),NIH,2,United States,True,carboplatin; carmustine; cyclophosphamide; cytarabine; etoposide; ifosfamide; melphalan; ,,2015-12-17,118.0,2,True,False,False
NCT00003636,"Chemotherapy Plus Surgery in Treating Patients With Stage III or Stage IV Ovarian, Peritoneal, or Fallopian Tube Cancer",Completed,Interventional,2009-01-01,European Organisation for Research and Treatment of Cancer - EORTC,Other,,,3,Argentina Austria Belgium Canada Denmark France Germany Ireland Italy Netherlands Norway Portugal Spain Sweden United Kingdom,True,carboplatin; cisplatin; ,,,704.0,3,True,False,True
NCT00003638,Vaccine Therapy in Treating Women With Metastatic Breast Cancer,Completed,Interventional,2007-01-01,Oncothyreon Canada Inc.,Industry,,,3,Canada,True,cyclophosphamide; ,,,950.0,3,True,False,True
NCT00003644,Carboplatin Plus Paclitaxel With or Without Continued Low-Dose Paclitaxel in Treating Patients With Early-Stage Ovarian Cancer,Completed,Interventional,2010-03-01,Gynecologic Oncology Group,Other,National Cancer Institute (NCI) Southwest Oncology Group,NIH Other,3,Japan United States,True,carboplatin; paclitaxel; ,,,571.0,3,True,False,True
NCT00003653,Hormone Therapy in Treating Patients With Rising PSA Levels Following Radiation Therapy for Prostate Cancer,Completed,Interventional,2010-05-01,NCIC Clinical Trials Group,Other,National Cancer Institute (NCI) Southwest Oncology Group,NIH Other,3,Canada,True,bicalutamide; buserelin; cyproterone acetate; flutamide; goserelin; leuprolide acetate; nilutamide; ,,,1386.0,3,True,False,True
NCT00003659,"Fludarabine, Cyclophosphamide, and Rituximab in Treating Patients Who Have Chronic Lymphocytic Leukemia",Completed,Interventional,2009-05-01,Memorial Sloan Kettering Cancer Center,Other,National Cancer Institute (NCI),NIH,2,United States,True,cyclophosphamide; fludarabine phosphate; ,,2012-11-28,39.0,2,True,False,False
NCT00003688,Dactinomycin in Treating Patients With Persistent or Recurrent Gestational Trophoblastic Neoplasia,Completed,Interventional,2006-09-01,Gynecologic Oncology Group,Other,National Cancer Institute (NCI),NIH,2,Norway United States,False,,,,,2,True,True,False
NCT00003692,Video-Assisted Surgery in Treating Patients With Non-small Cell Lung Cancer,Completed,Interventional,2006-03-01,Alliance for Clinical Trials in Oncology,Other,National Cancer Institute (NCI) Eastern Cooperative Oncology Group,NIH Other,2,Puerto Rico South Africa United States,False,,,,128.0,2,True,True,False
NCT00003702,Methotrexate Compared With Dactinomycin in Treating Patients With Gestational Trophoblastic Neoplasia,Completed,Interventional,2010-07-01,Gynecologic Oncology Group,Other,Eastern Cooperative Oncology Group National Cancer Institute (NCI),Other NIH,3,United States,True,Methotrexate; ,,,240.0,3,True,True,False
NCT00003723,S9810: Gemcitabine Plus Cisplatin in Treating Patients With Malignant Mesothelioma of the Pleura That Cannot Be Removed by Surgery,Completed,Interventional,2007-06-01,Southwest Oncology Group,Other,National Cancer Institute (NCI),NIH,2,United States,True,gemcitabine hydrochloride; ,,,57.0,2,True,True,False
NCT00003724,Conventional or Video-Assisted Surgery in Treating Patients With Lung Metastases,Completed,Interventional,2007-02-01,Alliance for Clinical Trials in Oncology,Other,National Cancer Institute (NCI),NIH,3,United States,False,,,,530.0,3,True,True,False
NCT00003737,Rebeccamycin Analog in Treating Children With Relapsed or Refractory Neuroblastoma,Completed,Interventional,2006-09-01,Memorial Sloan Kettering Cancer Center,Other,National Cancer Institute (NCI),NIH,2,United States,True,becatecarin; ,,,30.0,2,True,True,False
NCT00003775,Leflunomide in Treating Patients With Anaplastic Astrocytoma in First Relapse,Completed,Interventional,2006-05-01,Pfizer,Industry,National Cancer Institute (NCI),NIH,2,Canada United States,True,leflunomide; ,,,60.0,2,True,True,False
NCT00003782,"Combination Chemotherapy in Treating Women With Stage I, Stage II, or Stage IIIA (cT1-3, N0-1, M0) Breast Cancer and Positive Axillary Lymph Nodes",Completed,Interventional,2008-12-01,NSABP Foundation Inc,Other,National Cancer Institute (NCI),NIH,3,Canada United States,True,cyclophosphamide; docetaxel; doxorubicin; ,,2012-08-24,5351.0,3,True,False,False
NCT00003820,Rituximab in Treating Patients With Hodgkin's Lymphoma,Completed,Interventional,2008-08-01,Ranjana Advani,Other,"Genentech, Inc.",Industry,2,United States,True,Rituximab; ,,,39.0,2,True,False,True
